CT_Hour_Begin,Month,Day,Hour_Begin,2016,2017,2018,2019,2020
3/16/16 17:00,3,16,17,1056.72,-2611.776,1788.504,-1386.6,-761.832
3/16/16 18:00,3,16,18,126.816,-182.424,63.408,-60.912,35.424
3/16/16 19:00,3,16,19,0,0,0,0,0
3/16/16 20:00,3,16,20,0,0,0,0,0
3/16/16 21:00,3,16,21,0,0,0,0,0
3/16/16 22:00,3,16,22,0,0,0,0,0
3/16/16 23:00,3,16,23,0,0,0,0,0
3/17/16 00:00,3,17,0,0,0,0,0,0
3/17/16 01:00,3,17,1,0,0,0,0,0
3/17/16 02:00,3,17,2,0,0,0,0,0
3/17/16 03:00,3,17,3,0,0,0,0,0
3/17/16 04:00,3,17,4,0,0,0,0,0
3/17/16 05:00,3,17,5,0,0,0,0,0
3/17/16 06:00,3,17,6,-21.144,-74.52,0,-63.12,13.296
3/17/16 07:00,3,17,7,-824.256,1994.112,639.6,1986.576,-781.752
3/17/16 08:00,3,17,8,1759.728,5779.896,2895.816,-5790.312,-1635.504
3/17/16 09:00,3,17,9,1453.848,-6349.848,6820.848,9002.256,3061.8
3/17/16 10:00,3,17,10,4676.064,-9698.28,-6331.368,10665.024,-5921.568
3/17/16 11:00,3,17,11,-4376.112,-12255.12,8966.184,-9977.856,-8189.16
3/17/16 12:00,3,17,12,-3647.736,-10030.44,-9690.288,-11720.712,-7306.224
3/17/16 13:00,3,17,13,-3325.464,8472.216,9067.872,-10358.352,7023.792
3/17/16 14:00,3,17,14,2532.768,-6067.2,-7617,8991.336,8685.192
3/17/16 15:00,3,17,15,2114.328,-3033.336,6715.92,-4901.592,-4694.856
3/17/16 16:00,3,17,16,-1412.688,-2875.032,-4084.224,-2379.336,2149.92
3/17/16 17:00,3,17,17,499.44,452.736,756.408,-851.52,860.376
3/17/16 18:00,3,17,18,-16.68,15.576,16.68,109.632,138.408
3/17/16 19:00,3,17,19,0,0,0,0,0
3/17/16 20:00,3,17,20,0,0,0,0,0
3/17/16 21:00,3,17,21,0,0,0,0,0
3/17/16 22:00,3,17,22,0,0,0,0,0
3/17/16 23:00,3,17,23,0,0,0,0,0
3/18/16 00:00,3,18,0,0,0,0,0,0
3/18/16 01:00,3,18,1,0,0,0,0,0
3/18/16 02:00,3,18,2,0,0,0,0,0
3/18/16 03:00,3,18,3,0,0,0,0,0
3/18/16 04:00,3,18,4,0,0,0,0,0
3/18/16 05:00,3,18,5,0,0,0,0,0
3/18/16 06:00,3,18,6,42.264,75.648,1.104,46.512,-37.656
3/18/16 07:00,3,18,7,-476.088,-2182.752,-210.24,1349.808,-1253.112
3/18/16 08:00,3,18,8,1330.368,6354,1571.304,-3200.544,4992.672
3/18/16 09:00,3,18,9,-2367.6,-9938.88,4046.784,-5929.824,-6426.216
3/18/16 10:00,3,18,10,-7849.968,12287.328,3565.824,8517.576,-9503.16
3/18/16 11:00,3,18,11,7827.744,13155.72,-6671.784,-10174.92,-10603.68
3/18/16 12:00,3,18,12,-6842.544,13161.96,-6508.176,10604.928,-8985.144
3/18/16 13:00,3,18,13,-6295.488,13143.192,3020.832,-9823.728,6337.344
3/18/16 14:00,3,18,14,5140.344,-12202.824,4688.928,-8148.864,-7498.608
3/18/16 15:00,3,18,15,-3950.664,10047.6,-2746.8,-6668.448,3839.208
3/18/16 16:00,3,18,16,-2015.904,-6899.76,-817.512,-4840.416,-4180.176
3/18/16 17:00,3,18,17,-565.08,3009.456,25.584,-1818.696,-1171.608
3/18/16 18:00,3,18,18,23.352,-243.6,42.264,-179.376,192.672
3/18/16 19:00,3,18,19,0,0,0,0,0
3/18/16 20:00,3,18,20,0,0,0,0,0
3/18/16 21:00,3,18,21,0,0,0,0,0
3/18/16 22:00,3,18,22,0,0,0,0,0
3/18/16 23:00,3,18,23,0,0,0,0,0
3/19/16 00:00,3,19,0,0,0,0,0,0
3/19/16 01:00,3,19,1,0,0,0,0,0
3/19/16 02:00,3,19,2,0,0,0,0,0
3/19/16 03:00,3,19,3,0,0,0,0,0
3/19/16 04:00,3,19,4,0,0,0,0,0
3/19/16 05:00,3,19,5,0,0,0,0,0
3/19/16 06:00,3,19,6,23.352,-88.992,34.488,78.624,65.328
3/19/16 07:00,3,19,7,-848.712,-2212.488,-1284.84,2023.344,1690.512
3/19/16 08:00,3,19,8,2287.944,-6250.944,-1850.736,5717.496,5119.992
3/19/16 09:00,3,19,9,-2116.512,-9522.792,4065.84,9112.368,8212.8
3/19/16 10:00,3,19,10,-6334.08,11830.08,4459.08,-11557.992,10330.704
3/19/16 11:00,3,19,11,-5809.656,12931.896,-9222.96,-12866.64,11328.408
3/19/16 12:00,3,19,12,-4136.232,13081.704,11128.032,-13043.424,-11326.776
3/19/16 13:00,3,19,13,-6665.568,-12774.216,9998.904,12750.432,-10065.504
3/19/16 14:00,3,19,14,-4448.112,11530.104,11085.408,11494.464,9412.968
3/19/16 15:00,3,19,15,4552.944,8962.176,-9180.264,-9278.736,-7623.72
3/19/16 16:00,3,19,16,-4864.872,6009,-4455.528,-6135.12,5682.552
3/19/16 17:00,3,19,17,-1745.064,-2107.872,2562.744,-2417.256,1958.352
3/19/16 18:00,3,19,18,71.184,229.152,-244.728,225.888,129.552
3/19/16 19:00,3,19,19,0,0,0,0,0
3/19/16 20:00,3,19,20,0,0,0,0,0
3/19/16 21:00,3,19,21,0,0,0,0,0
3/19/16 22:00,3,19,22,0,0,0,0,0
3/19/16 23:00,3,19,23,0,0,0,0,0
3/20/16 00:00,3,20,0,0,0,0,0,0
3/20/16 01:00,3,20,1,0,0,0,0,0
3/20/16 02:00,3,20,2,0,0,0,0,0
3/20/16 03:00,3,20,3,0,0,0,0,0
3/20/16 04:00,3,20,4,0,0,0,0,0
3/20/16 05:00,3,20,5,0,0,0,0,0
3/20/16 06:00,3,20,6,-25.584,-92.328,72.312,98.544,106.296
3/20/16 07:00,3,20,7,886.536,1859.736,2008.824,-1787.184,-1793.088
3/20/16 08:00,3,20,8,-3966.144,5507.088,5471.136,4972.296,4952.328
3/20/16 09:00,3,20,9,8994.264,-8836.992,-9438.816,8102.784,-8142
3/20/16 10:00,3,20,10,11216.544,-10891.752,-11964.48,10599.168,-10241.664
3/20/16 11:00,3,20,11,12129.6,-10244.4,11551.368,-11813.184,-10873.368
3/20/16 12:00,3,20,12,-12196.296,-12148.392,11349.888,12969.216,-8661.72
3/20/16 13:00,3,20,13,-12188.784,12310.8,8198.064,12599.472,9292.272
3/20/16 14:00,3,20,14,11491.992,-11178.048,-10297.392,-11360.736,10701
3/20/16 15:00,3,20,15,-8225.136,9099.552,7759.104,8977.464,-6242.304
3/20/16 16:00,3,20,16,3383.328,5824.032,4833.984,5598.6,4789.896
3/20/16 17:00,3,20,17,2265.36,-2275.128,-2752.56,2368.632,-1227.408
3/20/16 18:00,3,20,18,-201.336,-184.656,261.408,256.896,-130.656
3/20/16 19:00,3,20,19,0,0,0,0,0
3/20/16 20:00,3,20,20,0,0,0,0,0
3/20/16 21:00,3,20,21,0,0,0,0,0
3/20/16 22:00,3,20,22,0,0,0,0,0
3/20/16 23:00,3,20,23,0,0,0,0,0
3/21/16 00:00,3,21,0,0,0,0,0,0
3/21/16 01:00,3,21,1,0,0,0,0,0
3/21/16 02:00,3,21,2,0,0,0,0,0
3/21/16 03:00,3,21,3,0,0,0,0,0
3/21/16 04:00,3,21,4,0,0,0,0,0
3/21/16 05:00,3,21,5,0,0,0,0,0
3/21/16 06:00,3,21,6,103.44,100.104,111.24,87.48,-85.272
3/21/16 07:00,3,21,7,2298.168,1864.008,2109.504,-1978.872,-1776.192
3/21/16 08:00,3,21,8,-6432.384,-5680.488,-6077.856,5829.792,5232.552
3/21/16 09:00,3,21,9,-9849.984,-8915.304,9627.096,-9263.352,8203.776
3/21/16 10:00,3,21,10,11910.984,11119.128,-12030.192,-11548.968,-10336.176
3/21/16 11:00,3,21,11,-12158.136,12419.76,-12844.512,12876.192,-10002.696
3/21/16 12:00,3,21,12,-12151.104,-12742.944,-12824.208,13092.504,11198.664
3/21/16 13:00,3,21,13,-12158.952,-12403.056,12834.48,12897.216,-4804.848
3/21/16 14:00,3,21,14,-11873.16,-10181.592,12188.424,11772.024,9922.056
3/21/16 15:00,3,21,15,9958.128,5549.424,10004.016,9553.128,-6186.648
3/21/16 16:00,3,21,16,-6842.472,-3028.464,-6779.688,6395.4,-2459.328
3/21/16 17:00,3,21,17,2959.368,1455.936,-2892.72,-2705.112,-1143.84
3/21/16 18:00,3,21,18,-268.08,276.984,-264.744,-243.6,-121.8
3/21/16 19:00,3,21,19,0,0,0,0,0
3/21/16 20:00,3,21,20,0,0,0,0,0
3/21/16 21:00,3,21,21,0,0,0,0,0
3/21/16 22:00,3,21,22,0,0,0,0,0
3/21/16 23:00,3,21,23,0,0,0,0,0
3/22/16 00:00,3,22,0,0,0,0,0,0
3/22/16 01:00,3,22,1,0,0,0,0,0
3/22/16 02:00,3,22,2,0,0,0,0,0
3/22/16 03:00,3,22,3,0,0,0,0,0
3/22/16 04:00,3,22,4,0,0,0,0,0
3/22/16 05:00,3,22,5,0,0,0,0,0
3/22/16 06:00,3,22,6,-121.248,0,-124.584,-112.944,34.32
3/22/16 07:00,3,22,7,-2322.216,832.032,-2259.792,2211.384,952.8
3/22/16 08:00,3,22,8,-6297.96,2273.472,-6073.632,5860.056,-3338.688
3/22/16 09:00,3,22,9,-9445.224,-4623.96,9384.024,9173.952,-6158.544
3/22/16 10:00,3,22,10,-11489.16,9330.312,-11541.408,-11285.784,-9384.048
3/22/16 11:00,3,22,11,-12151.464,-5986.488,12496.992,12471.264,8844.888
3/22/16 12:00,3,22,12,12142.848,5100.384,-12707.616,12713.16,-7223.664
3/22/16 13:00,3,22,13,-12140.016,5273.424,12541.56,12301.224,-6273.624
3/22/16 14:00,3,22,14,-11532.648,-3477.696,-11566.44,-11119.752,-2440.752
3/22/16 15:00,3,22,15,-9476.616,-5065.848,-9138.6,8983.824,1002.648
3/22/16 16:00,3,22,16,-6436.776,-4972.584,5642.544,-6083.736,-1178.208
3/22/16 17:00,3,22,17,2630.352,-1797,-1982.016,-2317.296,162.768
3/22/16 18:00,3,22,18,251.4,157.944,419.352,282.36,21.048
3/22/16 19:00,3,22,19,0,0,0,0,0
3/22/16 20:00,3,22,20,0,0,0,0,0
3/22/16 21:00,3,22,21,0,0,0,0,0
3/22/16 22:00,3,22,22,0,0,0,0,0
3/22/16 23:00,3,22,23,0,0,0,0,0
3/23/16 00:00,3,23,0,0,0,0,0,0
3/23/16 01:00,3,23,1,0,0,0,0,0
3/23/16 02:00,3,23,2,0,0,0,0,0
3/23/16 03:00,3,23,3,0,0,0,0,0
3/23/16 04:00,3,23,4,0,0,0,0,0
3/23/16 05:00,3,23,5,0,0,0,0,0
3/23/16 06:00,3,23,6,126.816,-134.592,91.224,47.616,-9.96
3/23/16 07:00,3,23,7,-2259.6,-2182.584,2039.328,-1982.328,347.688
3/23/16 08:00,3,23,8,-6140.184,5947.128,-4689.648,-5402.376,1113.96
3/23/16 09:00,3,23,9,9208.896,-9163.968,4484.208,8722.2,-1370.856
3/23/16 10:00,3,23,10,-10720.416,-11036.04,8714.88,10878.144,2275.008
3/23/16 11:00,3,23,11,-12145.752,11435.496,11173.8,-12149.568,-3160.368
3/23/16 12:00,3,23,12,12139.176,-11121.576,-12224.616,12605.064,3039.024
3/23/16 13:00,3,23,13,-12125.76,-11585.208,-11217.192,-12100.176,6613.944
3/23/16 14:00,3,23,14,-11207.904,-11137.32,-10441.392,-10848.264,-7926.552
3/23/16 15:00,3,23,15,-9158.304,-8080.296,-7228.728,8243.424,5768.76
3/23/16 16:00,3,23,16,-6155.088,-4868.4,5328.432,4597.272,-4817.928
3/23/16 17:00,3,23,17,-2637.72,2201.544,2025.216,1735.368,-2171.256
3/23/16 18:00,3,23,18,-235.824,-351.504,307.008,-382.032,285.696
3/23/16 19:00,3,23,19,0,0,0,0,0
3/23/16 20:00,3,23,20,0,0,0,0,0
3/23/16 21:00,3,23,21,0,0,0,0,0
3/23/16 22:00,3,23,22,0,0,0,0,0
3/23/16 23:00,3,23,23,0,0,0,0,0
3/24/16 00:00,3,24,0,0,0,0,0,0
3/24/16 01:00,3,24,1,0,0,0,0,0
3/24/16 02:00,3,24,2,0,0,0,0,0
3/24/16 03:00,3,24,3,0,0,0,0,0
3/24/16 04:00,3,24,4,0,0,0,0,0
3/24/16 05:00,3,24,5,0,0,0,0,0
3/24/16 06:00,3,24,6,-119.016,-136.824,-36.696,-114.048,-106.296
3/24/16 07:00,3,24,7,-1836.576,-1520.4,1115.592,1987.656,1661.232
3/24/16 08:00,3,24,8,-5759.664,-4095.84,2504.304,-4884.816,4326.168
3/24/16 09:00,3,24,9,8740.08,-7729.464,-3981.456,7363.92,5858.352
3/24/16 10:00,3,24,10,-7967.496,9748.776,3064.152,9075.888,8964.552
3/24/16 11:00,3,24,11,0,-8036.52,-7215.768,10711.248,-7955.832
3/24/16 12:00,3,24,12,3532.08,-6975.984,8521.728,-11493.024,7744.968
3/24/16 13:00,3,24,13,-9404.904,8576.472,-6975.432,-11245.704,9139.248
3/24/16 14:00,3,24,14,8643.048,-7664.76,7261.032,11022.912,8925.456
3/24/16 15:00,3,24,15,7254.888,4491.816,4391.04,4834.752,-6530.616
3/24/16 16:00,3,24,16,2755.32,-5671.728,-2108.688,4827.12,-4979.88
3/24/16 17:00,3,24,17,-1242.504,1623.36,-530.592,-2088.216,2120.736
3/24/16 18:00,3,24,18,109.008,-150.168,-88.992,-259.104,-226.992
3/24/16 19:00,3,24,19,0,0,0,0,0
3/24/16 20:00,3,24,20,0,0,0,0,0
3/24/16 21:00,3,24,21,0,0,0,0,0
3/24/16 22:00,3,24,22,0,0,0,0,0
3/24/16 23:00,3,24,23,0,0,0,0,0
3/25/16 00:00,3,25,0,0,0,0,0,0
3/25/16 01:00,3,25,1,0,0,0,0,0
3/25/16 02:00,3,25,2,0,0,0,0,0
3/25/16 03:00,3,25,3,0,0,0,0,0
3/25/16 04:00,3,25,4,0,0,0,0,0
3/25/16 05:00,3,25,5,0,0,0,0,0
3/25/16 06:00,3,25,6,-62.28,-196.896,-20.016,-121.8,90.792
3/25/16 07:00,3,25,7,546.168,-2080.32,-254.736,-1977.432,-346.584
3/25/16 08:00,3,25,8,-1374.432,5858.736,-852.048,-4683.648,-2252.808
3/25/16 09:00,3,25,9,2153.304,-5790.504,2060.688,-8821.392,4427.112
3/25/16 10:00,3,25,10,2438.832,-7701.792,-4066.32,-10983.864,-5904.72
3/25/16 11:00,3,25,11,3169.272,-10879.608,-3341.544,-10767.432,-9567.048
3/25/16 12:00,3,25,12,-2388.048,-9127.776,-4543.584,-7492.584,8759.688
3/25/16 13:00,3,25,13,2193.12,-3475.512,-5387.76,5726.472,10584.336
3/25/16 14:00,3,25,14,-2268.192,6124.056,5816.736,-5331.336,-9214.416
3/25/16 15:00,3,25,15,-1548.768,7971.72,-1807.56,3851.304,-8331.744
3/25/16 16:00,3,25,16,-461.616,5722.896,-1536.144,2816.568,5614.992
3/25/16 17:00,3,25,17,-206.904,-2752.632,-642.936,-1164.888,2338.344
3/25/16 18:00,3,25,18,34.488,300.336,57.84,97.44,213.72
3/25/16 19:00,3,25,19,0,0,0,0,0
3/25/16 20:00,3,25,20,0,0,0,0,0
3/25/16 21:00,3,25,21,0,0,0,0,0
3/25/16 22:00,3,25,22,0,0,0,0,0
3/25/16 23:00,3,25,23,0,0,0,0,0
3/26/16 00:00,3,26,0,0,0,0,0,0
3/26/16 01:00,3,26,1,0,0,0,0,0
3/26/16 02:00,3,26,2,0,0,0,0,0
3/26/16 03:00,3,26,3,0,0,0,0,0
3/26/16 04:00,3,26,4,0,0,0,0,0
3/26/16 05:00,3,26,5,0,0,0,0,0
3/26/16 06:00,3,26,6,70.08,147.936,-104.568,-120.696,138.408
3/26/16 07:00,3,26,7,-1052.28,2452.008,-1037.832,2136,-2106.936
3/26/16 08:00,3,26,8,1845.264,-5085.456,-2282.016,-6022.728,5552.472
3/26/16 09:00,3,26,9,-5194.248,7627.968,5548.632,-9580.68,8763.264
3/26/16 10:00,3,26,10,5652.864,1322.4,9043.632,-12037.632,-10677.696
3/26/16 11:00,3,26,11,-7864.128,8196.888,-8936.808,-13039.272,11829.264
3/26/16 12:00,3,26,12,-4450.272,10215.816,5827.752,-13046.472,-12002.016
3/26/16 13:00,3,26,13,3828.984,-8027.952,-4816.8,-13004.64,-10891.68
3/26/16 14:00,3,26,14,1649.232,9175.272,-4868.736,12011.136,8755.776
3/26/16 15:00,3,26,15,2940.936,-7745.328,5339.496,9745.152,7897.944
3/26/16 16:00,3,26,16,-1079.904,4567.272,-2259.384,6561.048,4478.136
3/26/16 17:00,3,26,17,-161.28,-2177.592,794.208,2819.952,-2397.336
3/26/16 18:00,3,26,18,24.48,-240.264,-26.688,273.504,258
3/26/16 19:00,3,26,19,0,0,0,0,0
3/26/16 20:00,3,26,20,0,0,0,0,0
3/26/16 21:00,3,26,21,0,0,0,0,0
3/26/16 22:00,3,26,22,0,0,0,0,0
3/26/16 23:00,3,26,23,0,0,0,0,0
3/27/16 00:00,3,27,0,0,0,0,0,0
3/27/16 01:00,3,27,1,0,0,0,0,0
3/27/16 02:00,3,27,2,0,0,0,0,0
3/27/16 03:00,3,27,3,0,0,0,0,0
3/27/16 04:00,3,27,4,0,0,0,0,0
3/27/16 05:00,3,27,5,0,0,0,0,0
3/27/16 06:00,3,27,6,58.944,107.904,-156.84,138.408,-59.784
3/27/16 07:00,3,27,7,-486.096,2650.416,-2154.72,-2137.512,725.28
3/27/16 08:00,3,27,8,-962.184,-3180.888,5869.968,5893.224,-2015.592
3/27/16 09:00,3,27,9,328.152,6945.288,-8944.824,-9147.24,3642.768
3/27/16 10:00,3,27,10,1069.608,10350.072,-10960.248,11320.176,-8361.72
3/27/16 11:00,3,27,11,2905.488,8459.472,-12035.664,12543.648,9975.408
3/27/16 12:00,3,27,12,-1722.216,10247.496,12271.704,12874.8,-10120.992
3/27/16 13:00,3,27,13,1426.512,-10802.448,11905.104,12463.608,10432.728
3/27/16 14:00,3,27,14,-915.24,-9316.248,-10873.992,11177.28,-8085.408
3/27/16 15:00,3,27,15,636.264,-8289.048,-8772.528,-9008.4,8007.696
3/27/16 16:00,3,27,16,337.032,-5903.184,5857.464,-6137.904,-4834.272
3/27/16 17:00,3,27,17,136.824,-2495.352,-2515.944,2634.288,2219.28
3/27/16 18:00,3,27,18,-12.24,-225.816,194.664,-259.104,-314.472
3/27/16 19:00,3,27,19,0,0,0,0,0
3/27/16 20:00,3,27,20,0,0,0,0,0
3/27/16 21:00,3,27,21,0,0,0,0,0
3/27/16 22:00,3,27,22,0,0,0,0,0
3/27/16 23:00,3,27,23,0,0,0,0,0
3/28/16 00:00,3,28,0,0,0,0,0,0
3/28/16 01:00,3,28,1,0,0,0,0,0
3/28/16 02:00,3,28,2,0,0,0,0,0
3/28/16 03:00,3,28,3,0,0,0,0,0
3/28/16 04:00,3,28,4,0,0,0,0,0
3/28/16 05:00,3,28,5,0,0,0,0,0
3/28/16 06:00,3,28,6,84.528,-261.408,-232.488,169.416,181.608
3/28/16 07:00,3,28,7,1825.08,-1942.824,-1888.056,2335.152,-1940.928
3/28/16 08:00,3,28,8,3100.368,-5534.808,-4451.952,-5860.272,-4700.736
3/28/16 09:00,3,28,9,5085.36,7487.424,8522.616,8796.672,-7847.016
3/28/16 10:00,3,28,10,6366.792,9398.592,8103.096,-10814.64,-9790.416
3/28/16 11:00,3,28,11,8457.288,10868.184,8337.432,12039.936,-10946.472
3/28/16 12:00,3,28,12,-7054.32,10565.4,-7198.752,-11862.288,-11056.44
3/28/16 13:00,3,28,13,-5379.384,-8404.584,-8333.616,11373.408,10917.192
3/28/16 14:00,3,28,14,-5837.16,-8776.104,-9787.032,-9713.64,-9791.736
3/28/16 15:00,3,28,15,-6481.368,-7431.96,-7211.304,6128.616,-7997.28
3/28/16 16:00,3,28,16,-4397.28,5018.496,-3345.048,3261,5268.96
3/28/16 17:00,3,28,17,2061.696,834.264,1857.96,-2549.208,2045.736
3/28/16 18:00,3,28,18,238.032,215.784,-236.928,421.896,-238.08
3/28/16 19:00,3,28,19,0,0,0,0,0
3/28/16 20:00,3,28,20,0,0,0,0,0
3/28/16 21:00,3,28,21,0,0,0,0,0
3/28/16 22:00,3,28,22,0,0,0,0,0
3/28/16 23:00,3,28,23,0,0,0,0,0
3/29/16 00:00,3,29,0,0,0,0,0,0
3/29/16 01:00,3,29,1,0,0,0,0,0
3/29/16 02:00,3,29,2,0,0,0,0,0
3/29/16 03:00,3,29,3,0,0,0,0,0
3/29/16 04:00,3,29,4,0,0,0,0,0
3/29/16 05:00,3,29,5,0,0,0,0,0
3/29/16 06:00,3,29,6,-219.144,110.112,0,-122.904,-78.624
3/29/16 07:00,3,29,7,1569.504,1434.408,-241.368,-2275.896,1499.352
3/29/16 08:00,3,29,8,-4313.328,-2433.048,-327.024,-3605.352,-4986.552
3/29/16 09:00,3,29,9,-4770.192,7033.32,-525.024,7531.128,7993.2
3/29/16 10:00,3,29,10,6647.712,10579.296,992.904,10134.096,-9782.976
3/29/16 11:00,3,29,11,7944.168,-12061.992,-2335.104,9760.824,-10203.672
3/29/16 12:00,3,29,12,8129.88,10954.872,3757.008,7636.656,8969.232
3/29/16 13:00,3,29,13,-8467.392,-7585.632,3859.248,-7715.136,-9508.128
3/29/16 14:00,3,29,14,-9201.744,-8378.16,-3572.448,-6742.968,9331.944
3/29/16 15:00,3,29,15,-6733.056,-5662.776,-3476.952,7187.832,7831.032
3/29/16 16:00,3,29,16,5329.752,2545.584,-2206.896,3440.976,4217.616
3/29/16 17:00,3,29,17,2431.968,-1131.264,845.376,-1308.84,1501.512
3/29/16 18:00,3,29,18,284.76,-104.568,137.928,324.432,-136.2
3/29/16 19:00,3,29,19,0,0,0,0,0
3/29/16 20:00,3,29,20,0,0,0,0,0
3/29/16 21:00,3,29,21,0,0,0,0,0
3/29/16 22:00,3,29,22,0,0,0,0,0
3/29/16 23:00,3,29,23,0,0,0,0,0
3/30/16 00:00,3,30,0,0,0,0,0,0
3/30/16 01:00,3,30,1,0,0,0,0,0
3/30/16 02:00,3,30,2,0,0,0,0,0
3/30/16 03:00,3,30,3,0,0,0,0,0
3/30/16 04:00,3,30,4,0,0,0,0,0
3/30/16 05:00,3,30,5,0,0,0,0,0
3/30/16 06:00,3,30,6,-191.328,-163.512,-137.928,94.128,184.92
3/30/16 07:00,3,30,7,-2372.808,-2100.264,1357.056,1911.384,-2209.656
3/30/16 08:00,3,30,8,-5970.864,-4085.52,3040.488,4918.752,5587.2
3/30/16 09:00,3,30,9,8904.624,4860.6,6884.664,-6086.784,7154.376
3/30/16 10:00,3,30,10,-11537.976,8530.272,-11085.264,6438.912,8621.544
3/30/16 11:00,3,30,11,11489.664,7732.008,12621.744,5916.264,8727.048
3/30/16 12:00,3,30,12,11682.888,11056.8,-12902.904,4606.032,-8213.424
3/30/16 13:00,3,30,13,-10911.048,-10978.248,12717.816,-3985.968,9684.84
3/30/16 14:00,3,30,14,-11019.576,-11007.6,-11541.072,-3170.808,-7833.456
3/30/16 15:00,3,30,15,-8898.744,9587.16,-9455.952,3476.664,7968.984
3/30/16 16:00,3,30,16,-5421.552,-6049.416,-6510,1471.56,4306.296
3/30/16 17:00,3,30,17,1741.824,2336.4,-2857.032,986.616,1519.224
3/30/16 18:00,3,30,18,-280.32,-290.328,300.336,-69.768,-171.624
3/30/16 19:00,3,30,19,0,0,0,0,0
3/30/16 20:00,3,30,20,0,0,0,0,0
3/30/16 21:00,3,30,21,0,0,0,0,0
3/30/16 22:00,3,30,22,0,0,0,0,0
3/30/16 23:00,3,30,23,0,0,0,0,0
3/31/16 00:00,3,31,0,0,0,0,0,0
3/31/16 01:00,3,31,1,0,0,0,0,0
3/31/16 02:00,3,31,2,0,0,0,0,0
3/31/16 03:00,3,31,3,0,0,0,0,0
3/31/16 04:00,3,31,4,0,0,0,0,0
3/31/16 05:00,3,31,5,0,0,0,0,0
3/31/16 06:00,3,31,6,-230.256,0,-177.984,89.688,-173.856
3/31/16 07:00,3,31,7,-1018.92,0,2492.808,993.264,-789.504
3/31/16 08:00,3,31,8,4086.264,-5256.408,6092.376,-2894.376,1902.336
3/31/16 09:00,3,31,9,4833.984,9665.592,-8747.28,4043.88,-3206.76
3/31/16 10:00,3,31,10,8274.504,11768.664,10113.384,4289.328,-5320.344
3/31/16 11:00,3,31,11,-6014.664,12850.32,-10998.072,7688.352,-6823.344
3/31/16 12:00,3,31,12,-9194.616,13064.016,12305.472,7056.456,3668.184
3/31/16 13:00,3,31,13,7532.184,12787.44,-11485.152,5252.592,1045.296
3/31/16 14:00,3,31,14,-7913.928,11592.216,10679.088,-4806.696,585.768
3/31/16 15:00,3,31,15,-5834.736,-9264.48,-8864.112,-2619.072,-2436.648
3/31/16 16:00,3,31,16,4124.592,-6542.904,-5737.416,1109.52,1644.816
3/31/16 17:00,3,31,17,-978.864,-2887.32,-2376.36,-621.192,2943.624
3/31/16 18:00,3,31,18,42.264,-289.2,-333.696,-55.368,303.408
3/31/16 19:00,3,31,19,0,0,0,0,0
3/31/16 20:00,3,31,20,0,0,0,0,0
3/31/16 21:00,3,31,21,0,0,0,0,0
3/31/16 22:00,3,31,22,0,0,0,0,0
3/31/16 23:00,3,31,23,0,0,0,0,0
4/1/16 00:00,4,1,0,0,0,0,0,0
4/1/16 01:00,4,1,1,0,0,0,0,0
4/1/16 02:00,4,1,2,0,0,0,0,0
4/1/16 03:00,4,1,3,0,0,0,0,0
4/1/16 04:00,4,1,4,0,0,0,0,0
4/1/16 05:00,4,1,5,0,0,0,0,0
4/1/16 06:00,4,1,6,-107.904,0,241.368,122.904,188.232
4/1/16 07:00,4,1,7,1392.648,0,-2581.8,703.152,-2283.12
4/1/16 08:00,4,1,8,-2448.312,5968.992,6312.816,-2247.84,-5871.072
4/1/16 09:00,4,1,9,-7196.448,-8714.592,-8921.616,3507.552,-8890.752
4/1/16 10:00,4,1,10,-7084.152,-8967.6,10903.872,-3790.488,-10802.928
4/1/16 11:00,4,1,11,3756.6,-10520.64,-11990.64,3725.688,11530.944
4/1/16 12:00,4,1,12,2528.184,-12415.2,11333.928,3992.424,-11596.944
4/1/16 13:00,4,1,13,1478.304,-8745.576,12034.512,-4776.264,-11155.728
4/1/16 14:00,4,1,14,1038.936,-11036.28,10671.432,7035.144,10868.208
4/1/16 15:00,4,1,15,-372.648,8451.408,-8797.224,-7244.184,-7708.32
4/1/16 16:00,4,1,16,-101.232,5861.784,-4786.2,5634,-5367.408
4/1/16 17:00,4,1,17,-222.48,-2144.4,-3016.176,2833.656,2522.064
4/1/16 18:00,4,1,18,7.776,-260.28,-252.504,297.864,-312.264
4/1/16 19:00,4,1,19,0,0,0,0,0
4/1/16 20:00,4,1,20,0,0,0,0,0
4/1/16 21:00,4,1,21,0,0,0,0,0
4/1/16 22:00,4,1,22,0,0,0,0,0
4/1/16 23:00,4,1,23,0,0,0,0,0
4/2/16 00:00,4,2,0,0,0,0,0,0
4/2/16 01:00,4,2,1,0,0,0,0,0
4/2/16 02:00,4,2,2,0,0,0,0,0
4/2/16 03:00,4,2,3,0,0,0,0,0
4/2/16 04:00,4,2,4,0,0,0,0,0
4/2/16 05:00,4,2,5,0,0,0,0,0
4/2/16 06:00,4,2,6,162.408,54.504,243.6,-250.248,-242.496
4/2/16 07:00,4,2,7,749.712,-823.128,-2502.72,-2574.528,2645.568
4/2/16 08:00,4,2,8,-1878.072,-2536.656,-5980.656,-6117.672,-6274.992
4/2/16 09:00,4,2,9,3947.736,5286.528,8870.832,8905.656,9356.28
